date,title,subtitle,claps,responses,story_url
03/18/2019,How to Easily Find Your True Passion,It’s not what you think or do for that matter.,123,0,https://medium.com/swlh/how-to-easily-find-your-true-passion-f21b8cc5f714?source=collection_archive---------6-----------------------
03/18/2019,When Software Kills,"Software bugs, errors, and oversights have been blamed for hundreds of deaths in…",521,4,https://medium.com/swlh/when-software-kills-ab6f48a15825?source=collection_archive---------7-----------------------
03/18/2019,Why Cryptocurrency is the Next Operating System for Capitalism,-,1.7K,30,https://medium.com/swlh/why-cryptocurrency-is-the-next-operating-system-for-capitalism-94e479253bf2?source=collection_archive---------8-----------------------
03/18/2019,Creating YouTube mobile app UI (dark mode) using React Native,-,251,1,https://medium.com/swlh/react-native-youtube-ui-1a6f4799ac27?source=collection_archive---------9-----------------------
03/18/2019,Production setup for Kubernetes with KOPS in AWS,-,96,2,https://medium.com/swlh/production-setup-for-kubernetes-with-kops-in-aws-46fc68872c03?source=collection_archive---------10-----------------------
03/18/2019,DO NOT ASK FOR REWARDS FOR YOUR WORK,Learn How to Fight EGO,167,1,https://medium.com/swlh/do-not-ask-for-rewards-for-your-work-5d9ff07be49f?source=collection_archive---------11-----------------------
03/18/2019,Why You Should Promote Your Brand with Storytelling,-,864,4,https://medium.com/swlh/why-you-should-promote-your-brand-with-storytelling-ee6edc3dfe00?source=collection_archive---------12-----------------------
03/18/2019,Make The Climb — Without The Rope,Fear is underutilized. Ditch the safety and put your back to the…,434,4,https://medium.com/swlh/make-the-climb-without-the-rope-249dce32f35e?source=collection_archive---------13-----------------------
03/18/2019,You look like Theranos material!,How to lead like Elizabeth Holmes,113,0,https://medium.com/swlh/you-look-like-theranos-material-6738ebf6ad08?source=collection_archive---------14-----------------------
03/18/2019,Gartner Rate Recooty No. 1 Recruitment Software Vendor,-,211,0,https://medium.com/swlh/gartner-rate-recooty-no-1-recruitment-software-vendor-e25f3c99b221?source=collection_archive---------15-----------------------
03/18/2019,The freelancer’s mental load,"When you run your own business, can you afford to have an off switch?",169,1,https://medium.com/swlh/the-freelancers-mental-load-b006fe89288d?source=collection_archive---------16-----------------------
03/18/2019,Learn to Dream,Big dreams bring you and the world forward,747,2,https://medium.com/swlh/learn-to-dream-b6314c945e8a?source=collection_archive---------17-----------------------
03/18/2019,How Node JS Bring Success to Your Online Business?,-,172,0,https://medium.com/swlh/how-node-js-bring-success-to-your-online-business-aa5db90d3151?source=collection_archive---------18-----------------------
03/18/2019,On The Greatest Showman — And How It’s Oddly Similar To Our Startup Growth So Far,And what the movie…,183,1,https://medium.com/swlh/on-the-greatest-showman-and-how-its-oddly-similar-to-our-startup-growth-so-far-d3f23874e7aa?source=collection_archive---------19-----------------------
03/18/2019,How People and Culture (PnC) Can Become Critical to an Organisation’s Success: Tech 2.0 (Part 1 of 2),-,42,0,https://medium.com/swlh/how-people-and-culture-pnc-can-become-critical-to-an-organisations-success-tech-2-0-69555eb1a7d9?source=collection_archive---------20-----------------------
03/18/2019,Being different beats being better,Conformity is merely suicide committed slowly.,193,2,https://medium.com/swlh/being-different-beats-being-better-aac153f6cf0?source=collection_archive---------21-----------------------
03/18/2019,The Real Cost of Becoming an Entrepreneur Isn’t Financial,-,87,0,https://medium.com/swlh/the-real-cost-of-becoming-an-entrepreneur-isnt-financial-1359c3b81583?source=collection_archive---------22-----------------------
03/18/2019,Navigating Change In Deeply Rooted Organizations,-,161,0,https://medium.com/swlh/navigating-change-in-deeply-rooted-organizations-de992f1c7826?source=collection_archive---------23-----------------------
03/18/2019,The Ends Justify the Means: A Moral Praxis for Getting Things Done in Business and in Life,-,90,1,https://medium.com/swlh/the-ends-justify-the-means-a-moral-praxis-for-getting-things-done-in-business-and-in-life-ce37c32a4580?source=collection_archive---------24-----------------------
03/18/2019,Commitment-Based Planning: 5 steps to save your Sprint,Sprint planning is an important aspect of agile…,300,0,https://medium.com/swlh/commitment-based-planning-5-steps-to-save-your-sprint-d4b260e3ccab?source=collection_archive---------25-----------------------
03/18/2019,5 Things That Authentic Thought Leaders Avoid Without Fail,-,151,2,https://medium.com/swlh/5-things-that-authentic-thought-leaders-avoid-without-fail-117f6e440a9d?source=collection_archive---------26-----------------------
03/18/2019,I Think I Had Too Much Sleep,And it affected my productivity,304,4,https://medium.com/swlh/i-think-i-had-too-much-sleep-cebe30567460?source=collection_archive---------27-----------------------
03/18/2019,5 lessons I learned from helping build my family’s restaurant brand,An insiders look at growth…,102,1,https://medium.com/swlh/5-lessons-i-learned-from-helping-build-my-familys-restaurant-brand-c3306629c511?source=collection_archive---------28-----------------------
03/18/2019,I Can Relate to Michael Jackson,-,423,0,https://medium.com/swlh/i-can-relate-to-michael-jackson-fe4a6aa2c4b?source=collection_archive---------29-----------------------
03/18/2019,The Beautiful Power of Storytelling,Most museums are boring. Have you ever wondered why?,192,1,https://medium.com/swlh/the-beautiful-power-of-storytelling-c77f87991e28?source=collection_archive---------30-----------------------
03/18/2019,What Most People Fail to Understand About Smart-work,Working smart is not enough to reach the top,62,0,https://medium.com/swlh/what-most-people-fail-to-understand-about-smart-work-1cded01973ab?source=collection_archive---------31-----------------------
03/18/2019,"Whatagraph Must Invoice 6,250 Marketing Report App Subscriptions per Month For Its €3M Valuation",-,0,0,https://medium.com/swlh/whatagraph-must-invoice-6-250-marketing-report-app-subscriptions-per-month-for-its-3m-valuation-9eae24bcd540?source=collection_archive---------32-----------------------
03/18/2019,Focus Your Project Teams With These Project Management Ideas,-,70,0,https://medium.com/swlh/focus-your-project-teams-with-these-project-management-ideas-f0262a002b20?source=collection_archive---------33-----------------------
03/18/2019,1-Tip for Finding Patience as an Author,"Do you feel like your patience with writing, editing…",84,0,https://medium.com/swlh/1-tip-for-finding-patience-as-an-author-a6482278a590?source=collection_archive---------34-----------------------
03/19/2019,Mobile device management (MDM) for iOS,Let’s take a overview of this client-less protocol,214,8,https://medium.com/swlh/mobile-device-management-mdm-for-ios-60448313dafb?source=collection_archive---------0-----------------------
03/19/2019,10 Things Successful People Have in Common,N9 — They Don’t Live in The Past,142,1,https://medium.com/swlh/10-things-successful-people-have-in-common-c7938fad2648?source=collection_archive---------1-----------------------
03/19/2019,Why growing your self-respect is so important and how to do it,-,176,0,https://medium.com/swlh/why-growing-your-self-respect-is-so-important-and-how-to-do-it-dbf8a99ac70a?source=collection_archive---------2-----------------------
03/19/2019,‘How To Make Money Online?’ — The Wrong Question That Won’t Work.,The most common question on the…,2.7K,28,https://medium.com/swlh/how-to-make-money-online-the-wrong-question-that-won-t-work-219d796080fc?source=collection_archive---------3-----------------------
03/19/2019,How to run Experiments for Idea Validation,How to set up Experiments in the Early Stages of your…,220,2,https://medium.com/swlh/how-to-run-experiments-for-idea-validation-1fb71d99ea06?source=collection_archive---------4-----------------------
03/19/2019,Can a Sole Founder Build a Profitable Startup?,-,894,4,https://medium.com/swlh/can-a-sole-founder-build-a-profitable-startup-1326c7a62f07?source=collection_archive---------5-----------------------
03/19/2019,The 4 Principles for Overcoming the Biggest Challenge of Your Life,-,175,0,https://medium.com/swlh/the-4-principles-for-overcoming-the-biggest-challenge-of-your-life-584de96022c5?source=collection_archive---------6-----------------------
03/19/2019,How to be Part of the 2 Percent,A three-step plan for being the one who actually learns something.,2K,6,https://medium.com/swlh/how-to-be-part-of-the-2-percent-62fe8cecb796?source=collection_archive---------7-----------------------
03/19/2019,Why you should schedule phone times,"to be 2x more productive, more present and in control of your day.",148,5,https://medium.com/swlh/why-you-should-schedule-phone-times-68ef900e7a1a?source=collection_archive---------8-----------------------
03/19/2019,8 Rules For New Developers,What Every New Developer Should Know,100,0,https://medium.com/swlh/8-rules-for-new-developers-5da95c20bc74?source=collection_archive---------9-----------------------
03/19/2019,An Introduction To Machine Learning Jobs,Let’s change the world by acquiring AI and Machine Learning!,39,3,https://medium.com/swlh/an-introduction-to-machine-learning-jobs-af62da35aed2?source=collection_archive---------10-----------------------
03/19/2019,The 4 Hurdles of Remote Freelancing,-,413,4,https://medium.com/swlh/the-4-hurdles-of-remote-freelancing-515f5978ecbb?source=collection_archive---------11-----------------------
03/19/2019,Why biotech investments are thriving,Who is behind the wheel?,23,0,https://medium.com/swlh/why-biotech-investments-are-thriving-26b02cb78d65?source=collection_archive---------12-----------------------
03/19/2019,Why Outliers Who Overcome Make the Best Entrepreneurs,AKA…my origin story. Do you ever think about the…,78,0,https://medium.com/swlh/originstory-9e7d372548c3?source=collection_archive---------13-----------------------
03/19/2019,How Do You Come Up With A Startup Idea?,An entrepreneur can’t be an entrepreneur without having an…,232,0,https://medium.com/swlh/how-do-you-come-up-with-a-startup-idea-e98a32b9cced?source=collection_archive---------14-----------------------
03/19/2019,4 Ways in which school may not be preparing our kids for adult life,"Reward, recognition and punishment…",67,1,https://medium.com/swlh/4-ways-in-which-school-may-not-be-preparing-our-kids-for-adult-life-d769bf36f04d?source=collection_archive---------15-----------------------
03/19/2019,The financial enemy the experts won’t tell you about,How desperate decision-making ruined my finances,95,1,https://medium.com/swlh/the-financial-enemy-the-experts-wont-tell-you-about-5e5af1697052?source=collection_archive---------16-----------------------
03/19/2019,How To Fire Your Best Friend,-,128,3,https://medium.com/swlh/how-to-fire-your-best-friend-11c4b7295579?source=collection_archive---------17-----------------------
03/19/2019,"Lord Nelson, the Battle of Trafalgar and a Lesson in Strategy",-,1,0,https://medium.com/swlh/lord-nelson-the-battle-of-trafalgar-and-a-lesson-in-strategy-51d76e9c48e5?source=collection_archive---------18-----------------------
